ID,age,gender,education,IUIPC,data,device,recipient,likert,Male,wearable,VUR,appserver,IUIPCmean,risk,medium
1476,29, Male, Masters,57, your bank account information, cubetastic3000, public,5,1,1,1,0,5.7,financial,demographic
1476,29, Male, Masters,57, how much debt you have, cubetastic3000, public,5,1,1,1,0,5.7,financial,demographic
1520,26, Female, Bachelors,46,connected to a bluetooth device, smartphone, noone,4,0,0,0,0,4.6,,
1520,26, Female, Bachelors,46,took screenshots while using other apps, smartphone, noone,3,0,0,0,0,4.6,,
1520,26, Female, Bachelors,46, your fingerprint somehow, cubetastic3000, work,5,0,1,1,0,4.6,medical,biometric
1520,26, Female, Bachelors,46," copied and uploaded sounds saved on your device (notification noises, etc.)", cubetastic3000, appserver,4,0,1,0,1,4.6,image,audio
1520,26, Female, Bachelors,46, recorded your work conversations, cubetastic3000, work,5,0,1,1,0,4.6,relationships,audio
1520,26, Female, Bachelors,46, shared videos you which are already on your device, cubetastic3000, work,5,0,1,1,0,4.6,image,video
1520,26, Female, Bachelors,46, an incriminating video of you doing something embarrassing, cubetastic3000, friends,5,0,1,1,0,4.6,image,video
1520,26, Female, Bachelors,46, your address, cubetastic3000, public,5,0,1,1,0,4.6,physical,demographic
1441,20, Female, Somecollege,63,vibration, smartphone, noone,3,0,0,0,0,6.3,,
1441,20, Female, Somecollege,63,took screenshots while using other apps, smartphone, noone,5,0,0,1,0,6.3,,
1441,20, Female, Somecollege,63, your heart rate, cubetastic3000, public,5,0,1,1,0,6.3,medical,biometric
1441,20, Female, Somecollege,63, a photo of you off-guard, cubetastic3000, friends,5,0,1,1,0,6.3,image,photo
1441,20, Female, Somecollege,63, a photo of you off-guard, cubetastic3000, appserver,3,0,1,0,1,6.3,image,photo
1441,20, Female, Somecollege,63," where you are very accurately (more than GPS, like where you are in a room)", cubetastic3000, public,5,0,1,1,0,6.3,physical,behavior
1441,20, Female, Somecollege,63, where you work somehow (looking at your map settings or history or observing documents and commutes), cubetastic3000, public,5,0,1,1,0,6.3,physical,demographic
1441,20, Female, Somecollege,63, how much debt you have, cubetastic3000, public,5,0,1,1,0,6.3,financial,demographic
1693,22, Female, Graduate,53,vibration, smartphone, noone,2,0,0,0,0,5.3,,
1693,22, Female, Graduate,53,sent premium texts or calls, smartphone, noone,5,0,0,1,0,5.3,,
1693,22, Female, Graduate,53, your gender, cubetastic3000, friends,2,0,1,0,0,5.3,medical,demographic
1693,22, Female, Graduate,53, recorded the sound around you, cubetastic3000, appserver,3,0,1,0,1,5.3,image,audio
1693,22, Female, Graduate,53, recorded you talking to yourself (making voice notes), cubetastic3000, friends,5,0,1,1,0,5.3,image,audio
1693,22, Female, Graduate,53, a photo of you off-guard, cubetastic3000, friends,5,0,1,1,0,5.3,image,photo
1693,22, Female, Graduate,53, shared videos you downloaded on the internet saved on your device, cubetastic3000, public,5,0,1,1,0,5.3,image,video
1693,22, Female, Graduate,53, how much money you have, cubetastic3000, friends,5,0,1,1,0,5.3,financial,demographic
620,26, Male, Masters,51,connected to a bluetooth device, smartphone, noone,4,1,0,0,0,5.1,,
620,26, Male, Masters,51,sent premium texts or calls, smartphone, noone,5,1,0,1,0,5.1,,
620,26, Male, Masters,51, scanned your eye to learn your eye patterns (for eye tracking), cubetastic3000, appserver,4,1,1,0,1,5.1,medical,biometric
620,26, Male, Masters,51, when you are sick or healthy, cubetastic3000, appserver,4,1,1,0,1,5.1,medical,biometric
620,26, Male, Masters,51, recorded the sound around you, cubetastic3000, public,3,1,1,0,0,5.1,image,audio
620,26, Male, Masters,51, a picture of your signature, cubetastic3000, public,5,1,1,1,0,5.1,financial,photo
620,26, Male, Masters,51, what products you buy, cubetastic3000, work,3,1,1,0,0,5.1,image,behavior
620,26, Male, Masters,51, your address, cubetastic3000, public,5,1,1,1,0,5.1,physical,demographic
1381,30, Male, Bachelors,70,vibration, smartphone, noone,3,1,0,0,0,7,,
1381,30, Male, Bachelors,70,took screenshots while using other apps, smartphone, noone,5,1,0,1,0,7,,
1381,30, Male, Bachelors,70, shared photos others sent to you saved on your device, cubetastic3000, friends,5,1,1,1,0,7,relationships,photo
1381,30, Male, Bachelors,70, shared videos you downloaded on the internet saved on your device, cubetastic3000, work,5,1,1,1,0,7,image,video
1381,30, Male, Bachelors,70, a video of you unclothed, cubetastic3000, friends,5,1,1,1,0,7,image,video
1381,30, Male, Bachelors,70, when and how much you spend time alone, cubetastic3000, public,5,1,1,1,0,7,physical,behavior
1381,30, Male, Bachelors,70, what television shows you watch, cubetastic3000, public,5,1,1,1,0,7,image,behavior
1381,30, Male, Bachelors,70, your name, cubetastic3000, public,5,1,1,1,0,7,financial,demographic
2167,35, Female, Bachelors,59,connected to a bluetooth device, smartphone, noone,4,0,0,0,0,5.9,,
2167,35, Female, Bachelors,59,took screenshots while using other apps, smartphone, noone,5,0,0,1,0,5.9,,
2167,35, Female, Bachelors,59, who you were spending time with, cubetastic3000, work,5,0,1,1,0,5.9,relationships,behavior
2167,35, Female, Bachelors,59, shared photos others sent to you saved on your device, cubetastic3000, public,5,0,1,1,0,5.9,relationships,photo
2167,35, Female, Bachelors,59, shared videos others sent you saved on your device, cubetastic3000, appserver,4,0,1,0,1,5.9,relationships,video
2167,35, Female, Bachelors,59, where you work somehow (looking at your map settings or history or observing documents and commutes), cubetastic3000, public,5,0,1,1,0,5.9,physical,demographic
2167,35, Female, Bachelors,59, when and how much you spend time alone, cubetastic3000, appserver,4,0,1,0,1,5.9,physical,behavior
1567,24, Female, Somecollege,51,connected to a bluetooth device, smartphone, noone,1,0,0,0,0,5.1,,
1567,24, Female, Somecollege,51,took screenshots while using other apps, smartphone, noone,5,0,0,1,0,5.1,,
1567,24, Female, Somecollege,51, recorded your phone conversations, cubetastic3000, public,5,0,1,1,0,5.1,relationships,audio
1567,24, Female, Somecollege,51, an incriminating photo of you doing something embarrassing, cubetastic3000, friends,5,0,1,1,0,5.1,image,photo
1567,24, Female, Somecollege,51, a photo of you unclothed, cubetastic3000, work,5,0,1,1,0,5.1,image,photo
1567,24, Female, Somecollege,51, a photo of you intoxicated, cubetastic3000, public,5,0,1,1,0,5.1,image,photo
1567,24, Female, Somecollege,51, what medication you take, cubetastic3000, friends,5,0,1,1,0,5.1,medical,behavior
1567,24, Female, Somecollege,51, how much money you have, cubetastic3000, appserver,5,0,1,1,1,5.1,financial,demographic
781,31, Male, Bachelors,59,unmuted a call, smartphone, noone,5,1,0,1,0,5.9,,
781,31, Male, Bachelors,59,took screenshots while using other apps, smartphone, noone,5,1,0,1,0,5.9,,
781,31, Male, Bachelors,59, when you are sick or healthy, cubetastic3000, work,5,1,1,1,0,5.9,medical,biometric
781,31, Male, Bachelors,59," where you are currently going (by observing maps, etc.)", cubetastic3000, work,5,1,1,1,0,5.9,physical,behavior
781,31, Male, Bachelors,59, when and how much you spend time alone, cubetastic3000, public,5,1,1,1,0,5.9,physical,behavior
781,31, Male, Bachelors,59, what websites you go to, cubetastic3000, friends,5,1,1,1,0,5.9,image,behavior
781,31, Male, Bachelors,59, your bank account information, cubetastic3000, public,5,1,1,1,0,5.9,financial,demographic
1099,40, Male, Bachelors,50,vibration, smartphone, noone,3,1,0,0,0,5,,
1099,40, Male, Bachelors,50,took screenshots while using other apps, smartphone, noone,4,1,0,0,0,5,,
1099,40, Male, Bachelors,50, the language you were speaking, cubetastic3000, appserver,2,1,1,0,1,5,image,demographic
1099,40, Male, Bachelors,50," when you were lying, nervous, or stressed", cubetastic3000, public,4,1,1,0,0,5,medical,biometric
1099,40, Male, Bachelors,50," when, how much, and what you are eating", cubetastic3000, public,3,1,1,0,0,5,medical,behavior
1099,40, Male, Bachelors,50, videos of you (with an inward-facing camera) at random, cubetastic3000, friends,5,1,1,1,0,5,image,video
1099,40, Male, Bachelors,50, a video of you entering in a digital passcode to a locked door, cubetastic3000, friends,5,1,1,1,0,5,physical,video
1099,40, Male, Bachelors,50, your credit card information, cubetastic3000, friends,5,1,1,1,0,5,financial,demographic
873,20, Female, Somecollege,69,unmuted a call, smartphone, noone,5,0,0,1,0,6.9,,
873,20, Female, Somecollege,69,took screenshots while using other apps, smartphone, noone,5,0,0,1,0,6.9,,
873,20, Female, Somecollege,69, copied and uploaded audio recordings you made on your device, cubetastic3000, work,5,0,1,1,0,6.9,image,audio
873,20, Female, Somecollege,69," copied and uploaded sounds saved on your device (notification noises, etc.)", cubetastic3000, appserver,4,0,1,0,1,6.9,image,audio
873,20, Female, Somecollege,69, shared photos you which are already on your device, cubetastic3000, appserver,4,0,1,0,1,6.9,image,photo
873,20, Female, Somecollege,69, a photo of you off-guard, cubetastic3000, appserver,5,0,1,1,1,6.9,image,photo
873,20, Female, Somecollege,69," where you are very accurately (more than GPS, like where you are in a room)", cubetastic3000, public,5,0,1,1,0,6.9,physical,behavior
873,20, Female, Somecollege,69, your credit card information, cubetastic3000, public,5,0,1,1,0,6.9,financial,demographic
445,22, Female, Bachelors,50,connected to a bluetooth device, smartphone, noone,1,0,0,0,0,5,,
445,22, Female, Bachelors,50,took screenshots while using other apps, smartphone, noone,5,0,0,1,0,5,,
445,22, Female, Bachelors,50, copied and uploaded audio recordings you made on your device, cubetastic3000, friends,5,0,1,1,0,5,image,audio
445,22, Female, Bachelors,50, recorded you talking to yourself (making voice notes), cubetastic3000, work,5,0,1,1,0,5,image,audio
445,22, Female, Bachelors,50, an incriminating photo of you doing something embarrassing, cubetastic3000, work,5,0,1,1,0,5,image,photo
445,22, Female, Bachelors,50, a photo of you intoxicated, cubetastic3000, work,5,0,1,1,0,5,image,photo
445,22, Female, Bachelors,50, videos at work (with an outward-facing camera), cubetastic3000, appserver,5,0,1,1,1,5,relationships,video
445,22, Female, Bachelors,50, a video of you entering in a digital passcode to a locked door, cubetastic3000, appserver,5,0,1,1,1,5,physical,video
701,23, Male, Bachelors,53,vibration, smartphone, noone,2,1,0,0,0,5.3,,
701,23, Male, Bachelors,53,sent premium texts or calls, smartphone, noone,5,1,0,1,0,5.3,,
701,23, Male, Bachelors,53, when and how well you are sleeping, cubetastic3000, friends,4,1,1,0,0,5.3,medical,biometric
701,23, Male, Bachelors,53, when you are busy or interruptible, cubetastic3000, appserver,2,1,1,0,1,5.3,image,behavior
701,23, Male, Bachelors,53, photos at work (with an outward-facing camera), cubetastic3000, work,5,1,1,1,0,5.3,relationships,photo
701,23, Male, Bachelors,53, an incriminating photo of you doing something embarrassing, cubetastic3000, public,5,1,1,1,0,5.3,image,photo
701,23, Male, Bachelors,53, what television shows you watch, cubetastic3000, friends,3,1,1,0,0,5.3,image,behavior
305,27, Female, Bachelors,29,vibration, smartphone, noone,3,0,0,0,0,2.9,,
305,27, Female, Bachelors,29,took screenshots while using other apps, smartphone, noone,3,0,0,0,0,2.9,,
305,27, Female, Bachelors,29, when you are busy or interruptible, cubetastic3000, friends,3,0,1,0,0,2.9,image,behavior
305,27, Female, Bachelors,29, when you were happy or having fun, cubetastic3000, work,3,0,1,0,0,2.9,medical,biometric
305,27, Female, Bachelors,29, a photo of you intoxicated, cubetastic3000, appserver,3,0,1,0,1,2.9,image,photo
305,27, Female, Bachelors,29, a video of you intoxicated, cubetastic3000, public,3,0,1,0,0,2.9,image,video
305,27, Female, Bachelors,29, where you live somehow (looking at your map settings or history or observing documents and commutes), cubetastic3000, appserver,3,0,1,0,1,2.9,physical,demographic
305,27, Female, Bachelors,29, your social security number, cubetastic3000, appserver,5,0,1,1,1,2.9,financial,demographic
360,21, Female, Highschool,51,connected to a bluetooth device, smartphone, noone,5,0,0,1,0,5.1,,
360,21, Female, Highschool,51,sent premium texts or calls, smartphone, noone,5,0,0,1,0,5.1,,
360,21, Female, Highschool,51,connected to a bluetooth device, cubetastic3000, noone,5,0,1,1,0,5.1,,
360,21, Female, Highschool,51," when you were lying, nervous, or stressed", cubetastic3000, public,5,0,1,1,0,5.1,medical,biometric
360,21, Female, Highschool,51, recorded your work conversations, cubetastic3000, friends,5,0,1,1,0,5.1,relationships,audio
360,21, Female, Highschool,51, a photo of you intoxicated, cubetastic3000, work,5,0,1,1,0,5.1,image,photo
360,21, Female, Highschool,51, a video of you unclothed, cubetastic3000, public,5,0,1,1,0,5.1,image,video
360,21, Female, Highschool,51, your credit card information, cubetastic3000, appserver,5,0,1,1,1,5.1,financial,demographic
952,24, Male, Somecollege,59,took screenshots while using other apps, smartphone, noone,4,1,0,0,0,5.9,,
952,24, Male, Somecollege,59,sent premium texts or calls, smartphone, noone,5,1,0,1,0,5.9,,
952,24, Male, Somecollege,59, what medical conditions you have, cubetastic3000, friends,5,1,1,1,0,5.9,medical,demographic
952,24, Male, Somecollege,59, what medical conditions you have, cubetastic3000, work,5,1,1,1,0,5.9,medical,demographic
952,24, Male, Somecollege,59, an incriminating photo of you doing something embarrassing, cubetastic3000, friends,5,1,1,1,0,5.9,image,photo
952,24, Male, Somecollege,59, shared videos others sent you saved on your device, cubetastic3000, appserver,5,1,1,1,1,5.9,relationships,video
952,24, Male, Somecollege,59, videos of you (with an inward-facing camera) at random, cubetastic3000, work,5,1,1,1,0,5.9,image,video
952,24, Male, Somecollege,59, how much money you have, cubetastic3000, public,5,1,1,1,0,5.9,financial,demographic
1033,28, Female, Bachelors,46,connected to a bluetooth device, smartphone, noone,1,0,0,0,0,4.6,,
1033,28, Female, Bachelors,46,sent premium texts or calls, smartphone, noone,5,0,0,1,0,4.6,,
1033,28, Female, Bachelors,46, when and how well you are sleeping, cubetastic3000, appserver,2,0,1,0,1,4.6,medical,biometric
1033,28, Female, Bachelors,46, who you were spending time with, cubetastic3000, work,4,0,1,0,0,4.6,relationships,behavior
1033,28, Female, Bachelors,46, recorded you talking to yourself (making voice notes), cubetastic3000, friends,4,0,1,0,0,4.6,image,audio
1033,28, Female, Bachelors,46, a photo of you off-guard, cubetastic3000, appserver,4,0,1,0,1,4.6,image,photo
1033,28, Female, Bachelors,46, your username and password for websites, cubetastic3000, friends,5,0,1,1,0,4.6,financial,demographic
255,29, Female, Somecollege,36,connected to a bluetooth device, smartphone, noone,4,0,0,0,0,3.6,,
255,29, Female, Somecollege,36,sent premium texts or calls, smartphone, noone,4,0,0,0,0,3.6,,
255,29, Female, Somecollege,36, when you are busy or interruptible, cubetastic3000, public,3,0,1,0,0,3.6,image,behavior
255,29, Female, Somecollege,36," copied and uploaded sounds saved on your device (notification noises, etc.)", cubetastic3000, public,3,0,1,0,0,3.6,image,audio
255,29, Female, Somecollege,36, photos of people (with an outward-facing camera) at random, cubetastic3000, friends,3,0,1,0,0,3.6,relationships,photo
255,29, Female, Somecollege,36, a video of you entering in a digital passcode to a locked door, cubetastic3000, work,2,0,1,0,0,3.6,physical,video
255,29, Female, Somecollege,36, a video of you entering in a digital passcode to a locked door, cubetastic3000, appserver,3,0,1,0,1,3.6,physical,video
255,29, Female, Somecollege,36, your username for websites, cubetastic3000, public,4,0,1,0,0,3.6,financial,demographic
2352,26, Female, Bachelors,61,vibration, smartphone, noone,2,0,0,0,0,6.1,,
2352,26, Female, Bachelors,61,sent premium texts or calls, smartphone, noone,5,0,0,1,0,6.1,,
2352,26, Female, Bachelors,61, your age, cubetastic3000, work,5,0,1,1,0,6.1,medical,demographic
2352,26, Female, Bachelors,61, recorded the sound around you, cubetastic3000, public,5,0,1,1,0,6.1,image,audio
2352,26, Female, Bachelors,61, photos at work (with an outward-facing camera), cubetastic3000, appserver,5,0,1,1,1,6.1,relationships,photo
2352,26, Female, Bachelors,61, a video of you entering in your PIN at an ATM, cubetastic3000, appserver,5,0,1,1,1,6.1,financial,video
2352,26, Female, Bachelors,61," where you are currently going (by observing maps, etc.)", cubetastic3000, friends,5,0,1,1,0,6.1,physical,behavior
2352,26, Female, Bachelors,61, how much debt you have, cubetastic3000, appserver,5,0,1,1,1,6.1,financial,demographic
653,22, Male, Somecollege,58,vibration, smartphone, noone,2,1,0,0,0,5.8,,
653,22, Male, Somecollege,58,took screenshots while using other apps, smartphone, noone,4,1,0,0,0,5.8,,
653,22, Male, Somecollege,58," copied and uploaded sounds saved on your device (notification noises, etc.)", cubetastic3000, work,5,1,1,1,0,5.8,image,audio
653,22, Male, Somecollege,58, photos of people (with an outward-facing camera) at random, cubetastic3000, work,4,1,1,0,0,5.8,relationships,photo
653,22, Male, Somecollege,58, shared videos others sent you saved on your device, cubetastic3000, work,4,1,1,0,0,5.8,relationships,video
653,22, Male, Somecollege,58, where you are (like a GPS), cubetastic3000, work,2,1,1,0,0,5.8,physical,behavior
653,22, Male, Somecollege,58, where you live somehow (looking at your map settings or history or observing documents and commutes), cubetastic3000, appserver,3,1,1,0,1,5.8,physical,demographic
653,22, Male, Somecollege,58, your credit card information, cubetastic3000, public,5,1,1,1,0,5.8,financial,demographic
1593,33, Female, Somecollege,59,took screenshots while using other apps, smartphone, noone,5,0,0,1,0,5.9,,
1593,33, Female, Somecollege,59,sent premium texts or calls, smartphone, noone,5,0,0,1,0,5.9,,
1593,33, Female, Somecollege,59, your age, cubetastic3000, friends,1,0,1,0,0,5.9,medical,demographic
1593,33, Female, Somecollege,59, what medical conditions you have, cubetastic3000, work,5,0,1,1,0,5.9,medical,demographic
1593,33, Female, Somecollege,59," copied and uploaded sounds saved on your device (notification noises, etc.)", cubetastic3000, friends,3,0,1,0,0,5.9,image,audio
1593,33, Female, Somecollege,59, a video of you entering in a digital passcode to a locked door, cubetastic3000, appserver,5,0,1,1,1,5.9,physical,video
1593,33, Female, Somecollege,59, what products you buy, cubetastic3000, appserver,2,0,1,0,1,5.9,image,behavior
1593,33, Female, Somecollege,59, your address, cubetastic3000, friends,4,0,1,0,0,5.9,physical,demographic
1090,23, Female, Somecollege,57,vibration, smartphone, noone,5,0,0,1,0,5.7,,
1090,23, Female, Somecollege,57,unmuted a call, smartphone, noone,5,0,0,1,0,5.7,,
1090,23, Female, Somecollege,57, your heart rate, cubetastic3000, friends,4,0,1,0,0,5.7,medical,biometric
1090,23, Female, Somecollege,57, when you are busy or interruptible, cubetastic3000, appserver,5,0,1,1,1,5.7,image,behavior
1090,23, Female, Somecollege,57, videos of people (with an outward-facing camera) at random, cubetastic3000, public,5,0,1,1,0,5.7,relationships,video
1090,23, Female, Somecollege,57, videos of you (with an inward-facing camera) at home, cubetastic3000, work,5,0,1,1,0,5.7,image,video
1090,23, Female, Somecollege,57, where you are (like a GPS), cubetastic3000, appserver,5,0,1,1,1,5.7,physical,behavior
1090,23, Female, Somecollege,57, what websites you go to, cubetastic3000, public,5,0,1,1,0,5.7,image,behavior
1634,27, Male, Bachelors,65,unmuted a call, smartphone, noone,5,1,0,1,0,6.5,,
1634,27, Male, Bachelors,65,took screenshots while using other apps, smartphone, noone,5,1,0,1,0,6.5,,
1634,27, Male, Bachelors,65," how you were feeling based on heart rate, breathing, and/or temperature", cubetastic3000, friends,5,1,1,1,0,6.5,medical,behavior
1634,27, Male, Bachelors,65, who you were spending time with, cubetastic3000, public,5,1,1,1,0,6.5,relationships,behavior
1634,27, Male, Bachelors,65, when you are busy or interruptible, cubetastic3000, friends,5,1,1,1,0,6.5,image,behavior
1634,27, Male, Bachelors,65, shared videos you which are already on your device, cubetastic3000, work,5,1,1,1,0,6.5,image,video
1634,27, Male, Bachelors,65, shared videos others sent you saved on your device, cubetastic3000, work,5,1,1,1,0,6.5,relationships,video
1634,27, Male, Bachelors,65, videos of you (with an inward-facing camera) at random, cubetastic3000, work,5,1,1,1,0,6.5,image,video
1161,22, Female, Somecollege,63,vibration, smartphone, noone,1,0,0,0,0,6.3,,
1161,22, Female, Somecollege,63,sent premium texts or calls, smartphone, noone,5,0,0,1,0,6.3,,
1161,22, Female, Somecollege,63, who you were spending time with, cubetastic3000, public,5,0,1,1,0,6.3,relationships,behavior
1161,22, Female, Somecollege,63, copied and uploaded music from your device, cubetastic3000, work,5,0,1,1,0,6.3,image,audio
1161,22, Female, Somecollege,63, recorded your passing conversations, cubetastic3000, friends,5,0,1,1,0,6.3,relationships,audio
1161,22, Female, Somecollege,63, a photo of you off-guard, cubetastic3000, public,5,0,1,1,0,6.3,image,photo
1161,22, Female, Somecollege,63, where you are (like a GPS), cubetastic3000, friends,5,0,1,1,0,6.3,physical,behavior
1982,22, Male, Bachelors,51,connected to a bluetooth device, smartphone, noone,5,1,0,1,0,5.1,,
1982,22, Male, Bachelors,51,took screenshots while using other apps, smartphone, noone,5,1,0,1,0,5.1,,
1982,22, Male, Bachelors,51, who you were spending time with, cubetastic3000, friends,5,1,1,1,0,5.1,relationships,behavior
1982,22, Male, Bachelors,51, when you are busy or interruptible, cubetastic3000, appserver,4,1,1,0,1,5.1,image,behavior
1982,22, Male, Bachelors,51, when you were happy or having fun, cubetastic3000, friends,5,1,1,1,0,5.1,medical,biometric
1982,22, Male, Bachelors,51, when you were happy or having fun, cubetastic3000, appserver,4,1,1,0,1,5.1,medical,biometric
1982,22, Male, Bachelors,51, your username and password for websites, cubetastic3000, work,5,1,1,1,0,5.1,financial,demographic
1982,22, Male, Bachelors,51, your username and password for websites, cubetastic3000, public,5,1,1,1,0,5.1,financial,demographic
331,23, Male, Somecollege,57,connected to a bluetooth device, smartphone, noone,4,1,0,0,0,5.7,,
331,23, Male, Somecollege,57,sent premium texts or calls, smartphone, noone,5,1,0,1,0,5.7,,
331,23, Male, Somecollege,57, your gender, cubetastic3000, work,1,1,1,0,0,5.7,medical,demographic
331,23, Male, Somecollege,57, your gender, cubetastic3000, appserver,1,1,1,0,1,5.7,medical,demographic
331,23, Male, Somecollege,57, recorded your phone conversations, cubetastic3000, public,5,1,1,1,0,5.7,relationships,audio
331,23, Male, Somecollege,57, recorded your work conversations, cubetastic3000, work,5,1,1,1,0,5.7,relationships,audio
331,23, Male, Somecollege,57, shared photos you which are already on your device, cubetastic3000, friends,5,1,1,1,0,5.7,image,photo
1889,38, Male, Bachelors,63,vibration, smartphone, noone,4,1,0,0,0,6.3,,
1889,38, Male, Bachelors,63,unmuted a call, smartphone, noone,5,1,0,1,0,6.3,,
1889,38, Male, Bachelors,63," how you were feeling based on heart rate, breathing, and/or temperature", cubetastic3000, work,5,1,1,1,0,6.3,medical,behavior
1889,38, Male, Bachelors,63, how close you are to other people you interact with, cubetastic3000, appserver,4,1,1,0,1,6.3,relationships,behavior
1889,38, Male, Bachelors,63, copied and uploaded audio recordings you made on your device, cubetastic3000, friends,5,1,1,1,0,6.3,image,audio
1889,38, Male, Bachelors,63, videos of you (with an inward-facing camera) at random, cubetastic3000, friends,5,1,1,1,0,6.3,image,video
1889,38, Male, Bachelors,63, videos at work (with an outward-facing camera), cubetastic3000, friends,5,1,1,1,0,6.3,relationships,video
1889,38, Male, Bachelors,63, your username and password for websites, cubetastic3000, work,5,1,1,1,0,6.3,financial,demographic
1561,25, Male, Somecollege,51,connected to a bluetooth device, smartphone, noone,3,1,0,0,0,5.1,,
1561,25, Male, Somecollege,51,sent premium texts or calls, smartphone, noone,5,1,0,1,0,5.1,,
1561,25, Male, Somecollege,51," when you were lying, nervous, or stressed", cubetastic3000, work,5,1,1,1,0,5.1,medical,biometric
1561,25, Male, Somecollege,51," when, how much, and what you are eating", cubetastic3000, friends,3,1,1,0,0,5.1,medical,behavior
1561,25, Male, Somecollege,51, how close you are to other people you interact with, cubetastic3000, friends,4,1,1,0,0,5.1,relationships,behavior
1561,25, Male, Somecollege,51, copied and uploaded audio recordings you made on your device, cubetastic3000, public,5,1,1,1,0,5.1,image,audio
1561,25, Male, Somecollege,51, a photo of you off-guard, cubetastic3000, work,5,1,1,1,0,5.1,image,photo
1561,25, Male, Somecollege,51, your username and password for websites, cubetastic3000, work,5,1,1,1,0,5.1,financial,demographic
268,26, Male, Bachelors,56,vibration, smartphone, noone,2,1,0,0,0,5.6,,
268,26, Male, Bachelors,56,sent premium texts or calls, smartphone, noone,5,1,0,1,0,5.6,,
268,26, Male, Bachelors,56, the language you were speaking, cubetastic3000, appserver,1,1,1,0,1,5.6,image,demographic
268,26, Male, Bachelors,56, photos of people (with an outward-facing camera) at random, cubetastic3000, appserver,5,1,1,1,1,5.6,relationships,photo
268,26, Male, Bachelors,56, photos at work (with an outward-facing camera), cubetastic3000, appserver,5,1,1,1,1,5.6,relationships,photo
268,26, Male, Bachelors,56, an incriminating photo of you doing something embarrassing, cubetastic3000, appserver,5,1,1,1,1,5.6,image,photo
268,26, Male, Bachelors,56, videos at work (with an outward-facing camera), cubetastic3000, appserver,5,1,1,1,1,5.6,relationships,video
268,26, Male, Bachelors,56, when and how much you spend time alone, cubetastic3000, public,5,1,1,1,0,5.6,physical,behavior
500,25, Male, Bachelors,66,vibration, smartphone, noone,3,1,0,0,0,6.6,,
500,25, Male, Bachelors,66,took screenshots while using other apps, smartphone, noone,5,1,0,1,0,6.6,,
500,25, Male, Bachelors,66, your age, cubetastic3000, appserver,3,1,1,0,1,6.6,medical,demographic
500,25, Male, Bachelors,66, when and how much you have sex, cubetastic3000, appserver,5,1,1,1,1,6.6,medical,behavior
500,25, Male, Bachelors,66, copied and uploaded music from your device, cubetastic3000, public,3,1,1,0,0,6.6,image,audio
500,25, Male, Bachelors,66, copied and uploaded audio recordings you made on your device, cubetastic3000, appserver,5,1,1,1,1,6.6,image,audio
500,25, Male, Bachelors,66, recorded your phone conversations, cubetastic3000, work,5,1,1,1,0,6.6,relationships,audio
500,25, Male, Bachelors,66, videos at work (with an outward-facing camera), cubetastic3000, public,5,1,1,1,0,6.6,relationships,video
1231,21, Female, Somecollege,53,connected to a bluetooth device, smartphone, noone,2,0,0,0,0,5.3,,
1231,21, Female, Somecollege,53,unmuted a call, smartphone, noone,4,0,0,0,0,5.3,,
1231,21, Female, Somecollege,53, your gender, cubetastic3000, friends,2,0,1,0,0,5.3,medical,demographic
1231,21, Female, Somecollege,53, copied and uploaded music from your device, cubetastic3000, friends,3,0,1,0,0,5.3,image,audio
1231,21, Female, Somecollege,53, copied and uploaded music from your device, cubetastic3000, appserver,2,0,1,0,1,5.3,image,audio
1231,21, Female, Somecollege,53, recorded the sound around you, cubetastic3000, work,5,0,1,1,0,5.3,image,audio
1231,21, Female, Somecollege,53," where you are very accurately (more than GPS, like where you are in a room)", cubetastic3000, friends,5,0,1,1,0,5.3,physical,behavior
1231,21, Female, Somecollege,53," where you are very accurately (more than GPS, like where you are in a room)", cubetastic3000, appserver,4,0,1,0,1,5.3,physical,behavior
768,25, Male, Bachelors,58,vibration, smartphone, noone,2,1,0,0,0,5.8,,
768,25, Male, Bachelors,58,unmuted a call, smartphone, noone,3,1,0,0,0,5.8,,
768,25, Male, Bachelors,58, shared photos you downloaded from the internet saved on your device, cubetastic3000, public,5,1,1,1,0,5.8,image,photo
768,25, Male, Bachelors,58, photos of you (with an inward-facing camera) at home, cubetastic3000, friends,5,1,1,1,0,5.8,image,photo
768,25, Male, Bachelors,58, videos of people (with an outward-facing camera) at random, cubetastic3000, friends,5,1,1,1,0,5.8,relationships,video
768,25, Male, Bachelors,58, your username for websites, cubetastic3000, friends,5,1,1,1,0,5.8,financial,demographic
768,25, Male, Bachelors,58, how much debt you have, cubetastic3000, public,5,1,1,1,0,5.8,financial,demographic
1643,23, Male, Bachelors,61,unmuted a call, smartphone, noone,5,1,0,1,0,6.1,,
1643,23, Male, Bachelors,61,sent premium texts or calls, smartphone, noone,5,1,0,1,0,6.1,,
1643,23, Male, Bachelors,61, when and how much you have sex, cubetastic3000, friends,5,1,1,1,0,6.1,medical,behavior
1643,23, Male, Bachelors,61, who you were spending time with, cubetastic3000, public,5,1,1,1,0,6.1,relationships,behavior
1643,23, Male, Bachelors,61, recorded your work conversations, cubetastic3000, appserver,2,1,1,0,1,6.1,relationships,audio
1643,23, Male, Bachelors,61, shared videos you downloaded on the internet saved on your device, cubetastic3000, work,5,1,1,1,0,6.1,image,video
